"Age","Gender","HomeOwnership","InternetConnection","MaritalStatus","CellphoneService","NumCars","PPVFreq","MobileOperatingSystem","StreamingRadio","CustomerID","EducationLevel","Cluster"
36,"Male","Own","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",887991,"Bachelor","cluster_1"
43,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",887992,"Bachelor","cluster_1"
29,"Male","Rent","Mega cable","Married","Movistar",1,"Monthly","Android","YT Music",887995,"Bachelor","cluster_1"
21.999999999999996,"Male","Own","Axtel","Never Married","Telcel",2,"Never","Android","YT Music",887999,"High School","cluster_1"
45,"Male","Rent","Axtel","Married","Telcel",3,"Weekly","IOS","YT Music",888005,"Master's Degree","cluster_1"
27,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",888006,"Some College","cluster_1"
31,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","Android","YT Music",888007,"Bachelor","cluster_1"
28,"Male","Rent","Axtel","Married","Telcel",1,"Never","Android","Spotify",888008,"Master's Degree","cluster_1"
45,"Male","Own","Axtel","Never Married","Movistar",2,"Rarely","IOS","YT Music",888014,"High School","cluster_1"
26,"Female","Rent","Axtel","Married","Movistar",2,"Never","IOS","YT Music",888017,"Bachelor","cluster_1"
25,"Male","Rent","Mega cable","Married","Telcel",1,"Weekly","Windows phone","YT Music",888018,"Some College","cluster_1"
34,"Male","Rent","Mega cable","Married","Movistar",1,"Rarely","IOS","YT Music",888019,"Master's Degree","cluster_1"
46,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","IOS","Spotify",888020,"Doctorate","cluster_1"
42,"Female","Rent","Axtel","Divorced","Movistar",1,"Never","Android","Spotify",888021,"Master's Degree","cluster_1"
32,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888025,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Mega cable","Married","Movistar",2,"Rarely","IOS","Spotify",888027,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Mega cable","Never Married","Telcel",0,"Rarely","IOS","YT Music",888028,"High School","cluster_1"
37,"Male","Rent","Telmex","Married","Telcel",3,"Never","Android","YT Music",888029,"Bachelor","cluster_1"
35,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888031,"Bachelor","cluster_1"
38,"Male","Own","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888032,"Bachelor","cluster_1"
27,"Male","Rent","Telmex","Married","Telcel",2,"Monthly","Android","YT Music",888033,"Bachelor","cluster_1"
24,"Male","Rent","Telmex","Married","Movistar",2,"Never","Android","YT Music",888038,"Bachelor","cluster_1"
21.999999999999996,"Male","Rent","Mega cable","Never Married","Telcel",1,"Never","Android","YT Music",888041,"High School","cluster_1"
31,"Male","Own","Telmex","Married","Telcel",2,"Never","Android","YT Music",888045,"Bachelor","cluster_1"
33,"Female","Rent","Mega cable","Married","Movistar",3,"Weekly","IOS","YT Music",888049,"Master's Degree","cluster_1"
26,"Male","Own","Telmex","Never Married","Telcel",1,"Never","Android","YT Music",888050,"High School","cluster_1"
25,"Female","Rent","Mega cable","Never Married","Movistar",1,"Rarely","Android","YT Music",888054,"High School","cluster_1"
51,"Male","Own","Telmex","Married","Telcel",3,"Rarely","IOS","YT Music",888055,"Bachelor","cluster_1"
56.99999999999999,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",888057,"Bachelor","cluster_1"
23,"Male","Rent","Mega cable","Never Married","Movistar",1,"Rarely","IOS","YT Music",888059,"High School","cluster_1"
37,"Male","Rent","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",888060,"Bachelor","cluster_1"
33,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888061,"Bachelor","cluster_1"
29,"Male","Rent","Axtel","Married","Movistar",1,"Weekly","IOS","YT Music",888064,"Bachelor","cluster_1"
36,"Male","Rent","Axtel","Never Married","Movistar",1,"Rarely","IOS","YT Music",888067,"High School","cluster_1"
45,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",888069,"Bachelor","cluster_1"
27,"Male","Rent","Telmex","Married","Telcel",1,"Weekly","Android","YT Music",888071,"Bachelor","cluster_1"
29,"Male","Rent","Telmex","Married","Movistar",1,"Never","Android","Spotify",888077,"Master's Degree","cluster_1"
29.999999999999996,"Female","Rent","Mega cable","Married","Movistar",2,"Never","IOS","YT Music",888078,"Master's Degree","cluster_1"
31,"Female","Own","Axtel","Married","Movistar",2,"Never","IOS","YT Music",888079,"Bachelor","cluster_1"
50,"Male","Own","Izzi","Married","Telcel",0,"Never","Android","Spotify",888080,"Post-Doc","cluster_1"
24,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888083,"High School","cluster_1"
29,"Male","Rent","Axtel","Never Married","Other",1,"Never","Android","Spotify",888084,"High School","cluster_1"
31,"Male","Rent","Telmex","Married","Telcel",0,"Never","Android","YT Music",888085,"Master's Degree","cluster_1"
23,"Male","Rent","Other","Never Married","Movistar",1,"Rarely","IOS","YT Music",888086,"High School","cluster_1"
33,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",888090,"Some College","cluster_1"
32,"Female","Own","Mega cable","Married","Movistar",2,"Rarely","IOS","YT Music",888091,"Master's Degree","cluster_1"
29.999999999999996,"Male","Rent","Mega cable","Married","Movistar",1,"Never","Android","YT Music",888094,"Master's Degree","cluster_1"
28,"Male","Rent","Axtel","Married","Movistar",1,"Never","Android","YT Music",888095,"Master's Degree","cluster_1"
53.99999999999999,"Male","Rent","Telmex","Married","Telcel",3,"Weekly","Android","Spotify",888101,"Bachelor","cluster_1"
26,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","Spotify",888104,"Some College","cluster_1"
29,"Male","Own","Telmex","Never Married","Telcel",1,"Never","Android","YT Music",888106,"High School","cluster_1"
35,"Female","Own","Telmex","Other","Movistar",0,"Rarely","Android","YT Music",888108,"Master's Degree","cluster_1"
35,"Female","Rent","Mega cable","Married","Movistar",2,"Never","IOS","YT Music",888110,"Master's Degree","cluster_1"
20,"Male","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",888112,"High School","cluster_1"
34,"Male","Rent","Mega cable","Married","Telcel",1,"Weekly","IOS","YT Music",888114,"Master's Degree","cluster_1"
27,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",888115,"Bachelor","cluster_1"
35,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",888119,"Some College","cluster_1"
28,"Male","Own","Axtel","Married","Telcel",2,"Never","Android","YT Music",888121,"Bachelor","cluster_1"
23,"Male","Rent","Axtel","Never Married","Movistar",2,"Rarely","IOS","YT Music",888123,"High School","cluster_1"
50,"Female","Rent","Telmex","Married","Movistar",0,"Never","IOS","Spotify",888125,"Master's Degree","cluster_1"
32,"Male","Rent","Telmex","Married","Movistar",1,"Rarely","IOS","YT Music",888126,"Bachelor","cluster_1"
25,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888127,"High School","cluster_1"
35,"Female","Own","Mega cable","Married","Movistar",2,"Weekly","IOS","YT Music",888130,"Master's Degree","cluster_1"
23,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888131,"High School","cluster_1"
38,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","IOS","YT Music",888133,"Bachelor","cluster_1"
23,"Male","Rent","Other","Never Married","Movistar",1,"Never","Android","YT Music",888137,"High School","cluster_1"
26,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888138,"High School","cluster_1"
32,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",888139,"Bachelor","cluster_1"
42,"Female","Own","Mega cable","Married","Telcel",2,"Never","IOS","YT Music",888140,"Master's Degree","cluster_1"
34,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","Android","YT Music",888142,"Bachelor","cluster_1"
21.999999999999996,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888144,"High School","cluster_1"
40,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888146,"Bachelor","cluster_1"
36,"Female","Rent","Axtel","Never Married","Movistar",1,"Rarely","Android","YT Music",888148,"High School","cluster_1"
32,"Male","Own","Axtel","Never Married","Telcel",1,"Rarely","IOS","YT Music",888149,"High School","cluster_1"
46,"Male","Rent","Telmex","Never Married","Telcel",1,"Rarely","IOS","Spotify",888153,"High School","cluster_1"
29.999999999999996,"Male","Rent","Axtel","Separated","Movistar",1,"Rarely","IOS","Spotify",888154,"Bachelor","cluster_1"
42,"Male","Rent","Mega cable","Married","Telcel",3,"Never","Android","Spotify",888155,"Bachelor","cluster_1"
40,"Female","Rent","Mega cable","Other","Movistar",1,"Never","Android","YT Music",888156,"Bachelor","cluster_1"
43.99999999999999,"Male","Rent","Axtel","Married","Telcel",1,"Weekly","IOS","YT Music",888157,"Some College","cluster_1"
45,"Female","Own","Telmex","Other","Movistar",1,"Weekly","Android","YT Music",888158,"Some College","cluster_1"
24,"Female","Rent","Mega cable","Never Married","Movistar",1,"Rarely","Android","YT Music",888161,"High School","cluster_1"
24,"Male","Rent","Mega cable","Married","Telcel",1,"Never","Android","YT Music",888165,"Bachelor","cluster_1"
28,"Male","Rent","Telmex","Never Married","Telcel",1,"Never","Android","Spotify",888170,"High School","cluster_1"
27,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888172,"High School","cluster_1"
26,"Male","Rent","Telmex","Never Married","Movistar",1,"Rarely","IOS","YT Music",888175,"High School","cluster_1"
41,"Male","Rent","Mega cable","Married","Telcel",1,"Weekly","IOS","Spotify",888177,"Master's Degree","cluster_1"
53.99999999999999,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",888178,"Master's Degree","cluster_1"
31,"Male","Rent","Axtel","Never Married","Movistar",1,"Rarely","IOS","YT Music",888179,"High School","cluster_1"
24,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888199,"High School","cluster_1"
26,"Female","Rent","Mega cable","Married","Movistar",2,"Never","IOS","YT Music",888211,"Bachelor","cluster_1"
35,"Female","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888213,"High School","cluster_1"
23,"Male","Rent","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",888218,"Bachelor","cluster_1"
37,"Female","Rent","Axtel","Married","Movistar",2,"Monthly","IOS","YT Music",888227,"Associate's Degree","cluster_1"
46,"Male","Rent","Mega cable","Married","Movistar",2,"Weekly","Android","YT Music",888228,"Associate's Degree","cluster_1"
35,"Male","Own","Axtel","Married","Telcel",3,"Weekly","Windows phone","Spotify",888265,"Bachelor","cluster_1"
37,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","Android","Spotify",888268,"Bachelor","cluster_1"
27,"Male","Rent","Axtel","Married","Movistar",1,"Rarely","IOS","YT Music",888278,"Master's Degree","cluster_1"
23,"Male","Own","Mega cable","Married","Telcel",1,"Never","Android","YT Music",888287,"Bachelor","cluster_1"
41,"Female","Rent","Mega cable","Other","Movistar",2,"Never","Android","YT Music",888297,"Master's Degree","cluster_1"
45,"Male","Own","Mega cable","Married","Telcel",3,"Never","Android","YT Music",888302,"Doctorate","cluster_1"
26,"Male","Rent","Axtel","Never Married","Movistar",1,"Rarely","IOS","YT Music",888325,"High School","cluster_1"
28,"Female","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888341,"High School","cluster_1"
25,"Male","Rent","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",888342,"Bachelor","cluster_1"
29,"Male","Rent","Axtel","Married","Other",1,"Never","Android","YT Music",888344,"Master's Degree","cluster_1"
42,"Male","Own","Mega cable","Never Married","Telcel",1,"Rarely","IOS","YT Music",888355,"High School","cluster_1"
29.999999999999996,"Male","Own","Mega cable","Married","Telcel",1,"Never","Android","YT Music",888358,"Master's Degree","cluster_1"
33,"Male","Own","Mega cable","Married","Telcel",3,"Weekly","Android","YT Music",888368,"Bachelor","cluster_1"
38,"Male","Own","Mega cable","Married","Telcel",3,"Weekly","IOS","YT Music",888371,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Axtel","Married","Telcel",1,"Never","Android","YT Music",888378,"Bachelor","cluster_1"
25,"Male","Own","Telmex","Never Married","Telcel",1,"Never","Android","YT Music",888386,"High School","cluster_1"
28,"Female","Own","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",888388,"Master's Degree","cluster_1"
32,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",888389,"Bachelor","cluster_1"
32,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",888399,"Some College","cluster_1"
37,"Male","Own","Telmex","Married","Telcel",2,"Weekly","Android","YT Music",888418,"Master's Degree","cluster_1"
29,"Male","Rent","Mega cable","Married","Telcel",1,"Never","Android","YT Music",888420,"Bachelor","cluster_1"
32,"Male","Rent","Axtel","Never Married","Telcel",3,"Never","Android","YT Music",888425,"High School","cluster_1"
35,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888431,"Bachelor","cluster_1"
38,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888437,"Bachelor","cluster_1"
29,"Male","Rent","Izzi","Married","Telcel",3,"Never","Android","YT Music",888449,"Some College","cluster_1"
35,"Female","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",888451,"Master's Degree","cluster_1"
21,"Female","Own","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888455,"High School","cluster_1"
25,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888457,"High School","cluster_1"
23,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888466,"High School","cluster_1"
24,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888472,"High School","cluster_1"
42,"Male","Rent","Mega cable","Married","Telcel",3,"Weekly","Android","YT Music",888474,"Bachelor","cluster_1"
29,"Male","Rent","Telmex","Married","Telcel",2,"Monthly","Android","YT Music",888493,"Bachelor","cluster_1"
35,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",888501,"Bachelor","cluster_1"
36,"Male","Rent","Axtel","Married","Telcel",1,"Never","Android","YT Music",888504,"Bachelor","cluster_1"
36,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",888510,"Bachelor","cluster_1"
35,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","Android","YT Music",888513,"Bachelor","cluster_1"
27,"Male","Rent","Mega cable","Never Married","Telcel",1,"Never","Android","YT Music",888522,"High School","cluster_1"
32,"Male","Own","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",888529,"Bachelor","cluster_1"
39,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",888533,"Master's Degree","cluster_1"
40,"Female","Rent","Axtel","Married","Other",3,"Weekly","IOS","YT Music",888535,"Master's Degree","cluster_1"
36,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Windows phone","YT Music",888544,"Some College","cluster_1"
40,"Male","Rent","Telmex","Divorced","Movistar",1,"Never","Android","Spotify",888549,"Master's Degree","cluster_1"
35,"Male","Own","Mega cable","Married","Telcel",1,"Never","Android","YT Music",888551,"Doctorate","cluster_1"
23,"Male","Rent","Mega cable","Never Married","Movistar",1,"Rarely","IOS","YT Music",888556,"High School","cluster_1"
25,"Female","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888560,"High School","cluster_1"
40,"Female","Own","Axtel","Married","Movistar",2,"Never","IOS","YT Music",888563,"Bachelor","cluster_1"
40,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888565,"Doctorate","cluster_1"
27,"Male","Rent","Mega cable","Never Married","Other",1,"Rarely","IOS","YT Music",888567,"High School","cluster_1"
47,"Male","Rent","Axtel","Never Married","Movistar",0,"Rarely","IOS","YT Music",888568,"High School","cluster_1"
29.999999999999996,"Female","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888582,"High School","cluster_1"
34,"Male","Rent","Mega cable","Married","Telcel",3,"Never","Android","YT Music",888589,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Mega cable","Other","Telcel",2,"Never","Android","YT Music",888591,"Bachelor","cluster_1"
28,"Male","Own","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",888592,"Some College","cluster_1"
24,"Male","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",888593,"High School","cluster_1"
55,"Male","Rent","Telmex","Never Married","Telcel",1,"Never","Android","YT Music",888594,"High School","cluster_1"
32,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888600,"Bachelor","cluster_1"
34,"Male","Rent","Telmex","Married","Telcel",2,"Never","Android","YT Music",888601,"Bachelor","cluster_1"
32,"Male","Rent","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",888606,"Some College","cluster_1"
26,"Male","Rent","Mega cable","Never Married","Movistar",1,"Monthly","Android","YT Music",888608,"High School","cluster_1"
35,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",888613,"Bachelor","cluster_1"
23,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888618,"High School","cluster_1"
28,"Male","Rent","Telmex","Never Married","Movistar",1,"Never","Android","Spotify",888619,"High School","cluster_1"
29,"Female","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888621,"High School","cluster_1"
36,"Female","Rent","Telmex","Divorced","Movistar",1,"Never","Android","Spotify",888622,"Master's Degree","cluster_1"
28,"Male","Rent","Mega cable","Never Married","Movistar",1,"Rarely","IOS","YT Music",888630,"High School","cluster_1"
28,"Male","Rent","Mega cable","Never Married","Movistar",0,"Never","Android","YT Music",888634,"High School","cluster_1"
25,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888637,"High School","cluster_1"
32,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","IOS","YT Music",888650,"Master's Degree","cluster_1"
23,"Male","Rent","Axtel","Never Married","Movistar",1,"Rarely","IOS","YT Music",888651,"High School","cluster_1"
23,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888652,"High School","cluster_1"
32,"Female","Rent","Mega cable","Married","Movistar",2,"Weekly","IOS","YT Music",888655,"Bachelor","cluster_1"
43,"Male","Rent","Other","Married","Telcel",2,"Weekly","Android","YT Music",888660,"Bachelor","cluster_1"
34,"Female","Rent","Axtel","Never Married","Movistar",1,"Rarely","Android","YT Music",888663,"High School","cluster_1"
25,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888665,"High School","cluster_1"
23,"Male","Own","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888667,"High School","cluster_1"
43.99999999999999,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","Spotify",888671,"Bachelor","cluster_1"
50,"Female","Own","Mega cable","Other","AT&T",4,"Weekly","Android","Spotify",888673,"Associate's Degree","cluster_1"
24,"Male","Own","Mega cable","Never Married","Telcel",1,"Weekly","Windows phone","YT Music",888679,"High School","cluster_1"
32,"Male","Rent","Mega cable","Never Married","Movistar",1,"Rarely","IOS","YT Music",888681,"High School","cluster_1"
29,"Female","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888684,"High School","cluster_1"
26,"Female","Rent","Telmex","Never Married","Movistar",1,"Rarely","Android","YT Music",888686,"High School","cluster_1"
39,"Male","Rent","Axtel","Married","Telcel",1,"Weekly","IOS","YT Music",888695,"Bachelor","cluster_1"
32,"Female","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888696,"High School","cluster_1"
29,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",888698,"Associate's Degree","cluster_1"
29,"Female","Own","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888699,"High School","cluster_1"
32,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888703,"High School","cluster_1"
32,"Male","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",888704,"High School","cluster_1"
27,"Male","Rent","Axtel","Married","Movistar",1,"Rarely","IOS","Spotify",888705,"Master's Degree","cluster_1"
25,"Male","Rent","Telmex","Married","Telcel",1,"Never","Android","YT Music",888708,"Master's Degree","cluster_1"
49,"Female","Rent","Axtel","Divorced","AT&T",1,"Weekly","Android","YT Music",888710,"Some College","cluster_1"
39,"Female","Rent","Mega cable","Married","Movistar",3,"Weekly","IOS","YT Music",888712,"Master's Degree","cluster_1"
33,"Male","Rent","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",888713,"Bachelor","cluster_1"
27,"Male","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",888722,"High School","cluster_1"
35,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888723,"Some College","cluster_1"
42,"Female","Own","Axtel","Married","Movistar",2,"Never","IOS","YT Music",888727,"Master's Degree","cluster_1"
28,"Male","Rent","Telmex","Married","Telcel",1,"Monthly","Android","Other",888730,"Bachelor","cluster_1"
33,"Male","Rent","Mega cable","Married","Movistar",1,"Weekly","Android","YT Music",888731,"Master's Degree","cluster_1"
33,"Female","Own","Axtel","Never Married","Movistar",1,"Rarely","Android","YT Music",888732,"High School","cluster_1"
28,"Male","Rent","Axtel","Married","Movistar",2,"Never","Android","YT Music",888733,"Master's Degree","cluster_1"
42,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888734,"Master's Degree","cluster_1"
27,"Male","Rent","Axtel","Married","Telcel",1,"Weekly","IOS","YT Music",888736,"Bachelor","cluster_1"
33,"Male","Rent","Telmex","Married","Telcel",2,"Never","Android","YT Music",888738,"Associate's Degree","cluster_1"
32,"Male","Rent","Telmex","Married","Telcel",2,"Never","Android","YT Music",888739,"Bachelor","cluster_1"
29.999999999999996,"Female","Own","Mega cable","Never Married","Movistar",2,"Never","Android","YT Music",888743,"High School","cluster_1"
32,"Male","Rent","Telmex","Married","Telcel",3,"Never","Android","YT Music",888749,"Bachelor","cluster_1"
40,"Female","Own","Mega cable","Married","Movistar",3,"Weekly","IOS","YT Music",888752,"Bachelor","cluster_1"
27,"Male","Rent","Mega cable","Never Married","Movistar",0,"Never","Android","YT Music",888753,"High School","cluster_1"
26,"Male","Rent","Mega cable","Never Married","Movistar",1,"Rarely","IOS","YT Music",888760,"High School","cluster_1"
40,"Female","Rent","Telmex","Never Married","Movistar",1,"Rarely","Android","Spotify",888762,"High School","cluster_1"
29.999999999999996,"Male","Rent","Axtel","Married","AT&T",1,"Monthly","Android","YT Music",888764,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Mega cable","Married","Telcel",1,"Weekly","Windows phone","YT Music",888767,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Telmex","Married","Telcel",1,"Never","Android","Spotify",888769,"Bachelor","cluster_1"
34,"Male","Rent","Telmex","Married","Telcel",2,"Never","Android","YT Music",888773,"Master's Degree","cluster_1"
40,"Female","Rent","Telmex","Married","Movistar",2,"Never","IOS","Spotify",888777,"Master's Degree","cluster_1"
33,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",888778,"Master's Degree","cluster_1"
45,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","IOS","YT Music",888787,"Associate's Degree","cluster_1"
35,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","IOS","YT Music",888788,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",888790,"High School","cluster_1"
37,"Female","Own","Axtel","Other","Movistar",1,"Never","Android","Spotify",888794,"Master's Degree","cluster_1"
35,"Male","Own","Axtel","Married","Telcel",4,"Monthly","Android","YT Music",888796,"Bachelor","cluster_1"
26,"Male","Rent","Mega cable","Married","Movistar",1,"Never","Android","YT Music",888799,"Master's Degree","cluster_1"
38,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888807,"Bachelor","cluster_1"
38,"Male","Rent","Axtel","Divorced","Movistar",1,"Never","Android","YT Music",888808,"Some College","cluster_1"
41,"Female","Own","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",888810,"Some College","cluster_1"
34,"Male","Own","Mega cable","Married","Other",1,"Rarely","IOS","YT Music",888811,"Bachelor","cluster_1"
21.999999999999996,"Male","Rent","Mega cable","Married","Movistar",2,"Monthly","Android","YT Music",888813,"Bachelor","cluster_1"
49,"Female","Rent","Telmex","Married","Movistar",3,"Rarely","IOS","Spotify",888814,"Master's Degree","cluster_1"
42,"Female","Rent","Telmex","Married","Other",1,"Never","IOS","Spotify",888815,"Grade School","cluster_1"
27,"Male","Rent","Mega cable","Married","Telcel",1,"Rarely","IOS","Spotify",888821,"Master's Degree","cluster_1"
39,"Male","Own","Mega cable","Married","Telcel",4,"Weekly","Android","YT Music",888823,"Bachelor","cluster_1"
26,"Male","Rent","Mega cable","Never Married","Movistar",1,"Rarely","IOS","YT Music",888827,"High School","cluster_1"
39,"Male","Rent","Mega cable","Married","Telcel",3,"Weekly","IOS","YT Music",888829,"Master's Degree","cluster_1"
39,"Female","Rent","Axtel","Married","AT&T",2,"Never","IOS","YT Music",888831,"Master's Degree","cluster_1"
21.999999999999996,"Female","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",888836,"High School","cluster_1"
25,"Male","Rent","Mega cable","Never Married","Movistar",2,"Rarely","IOS","YT Music",888838,"High School","cluster_1"
29.999999999999996,"Male","Rent","Mega cable","Married","Telcel",3,"Rarely","IOS","YT Music",888842,"Bachelor","cluster_1"
37,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",888844,"Bachelor","cluster_1"
25,"Female","Own","Mega cable","Never Married","Telcel",0,"Never","Android","YT Music",888846,"High School","cluster_1"
27,"Male","Rent","Telmex","Married","Movistar",1,"Never","Android","YT Music",888847,"Bachelor","cluster_1"
23,"Male","Rent","Mega cable","Never Married","Movistar",3,"Never","Android","YT Music",888848,"High School","cluster_1"
21.999999999999996,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888856,"High School","cluster_1"
27,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",888857,"High School","cluster_1"
42,"Male","Own","Axtel","Married","Telcel",2,"Never","Android","YT Music",888863,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",888864,"Bachelor","cluster_1"
33,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","Android","YT Music",888865,"Bachelor","cluster_1"
33,"Male","Rent","Mega cable","Divorced","Movistar",1,"Rarely","IOS","YT Music",888868,"Some College","cluster_1"
32,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Windows phone","YT Music",888871,"Master's Degree","cluster_1"
32,"Male","Rent","Axtel","Never Married","Telcel",1,"Never","Android","YT Music",888872,"High School","cluster_1"
27,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","Spotify",888875,"High School","cluster_1"
40,"Male","Rent","Axtel","Never Married","Telcel",1,"Never","Android","YT Music",888883,"High School","cluster_1"
27,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",888884,"Bachelor","cluster_1"
27,"Male","Rent","Telmex","Never Married","Movistar",1,"Never","Android","Other",888890,"High School","cluster_1"
24,"Male","Rent","Axtel","Never Married","Movistar",1,"Rarely","IOS","YT Music",888891,"High School","cluster_1"
36,"Male","Own","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",888895,"Bachelor","cluster_1"
