NumCars,CustomerID
2,916624
0,916632
2,916646
2,916654
2,916658
2,916666
3,916676
1,916681
1,916683
2,916705
2,916721
2,916723
1,916728
2,916730
2,916735
2,916747
2,916757
3,916787
1,916793
2,916794
2,916797
1,916799
1,916811
2,916813
1,916815
2,916819
2,916822
2,916823
2,916828
2,916831
1,916835
2,916838
2,916843
2,916847
3,916861
2,916864
2,916866
1,916867
1,916875
2,916877
3,916885
1,916887
1,916889
2,916894
2,916909
2,916911
2,916926
2,916933
1,916939
2,916941
2,916943
2,916950
3,916975
1,916980
2,916984
1,916992
2,916995
1,916996
3,916997
3,917005
2,917006
2,917007
1,917012
2,917025
2,917035
2,917037
3,917038
1,917043
2,917052
4,917058
1,917060
1,917063
1,917066
2,917072
2,917073
2,917076
2,917079
2,917083
2,917085
1,917090
1,917098
1,917100
2,917107
0,917108
2,917109
1,917115
2,917140
2,917142
3,917146
1,917153
2,917155
2,917167
1,917169
1,917173
2,917175
4,917178
2,917188
1,917207
3,917211
2,917228
3,917231
1,917246
2,917247
1,917248
2,917251
3,917255
2,917257
1,917260
1,917264
2,917273
1,917283
1,917286
1,917290
2,917296
1,917297
1,917299
2,917300
2,917301
2,917311
1,917318
2,917319
3,917321
2,917325
1,917327
3,917329
1,917343
1,917344
1,917346
2,917351
0,917353
4,917354
3,917356
2,917357
2,917361
2,917363
2,917365
2,917370
1,917372
1,917373
1,917385
2,917392
2,917403
2,917406
1,917407
2,917411
1,917412
2,917413
1,917421
3,917427
1,917432
1,917435
2,917436
1,917441
2,917448
2,917454
3,917465
2,917480
1,917490
2,917497
2,917506
2,917521
2,917528
1,917533
1,917542
2,917544
1,917556
1,917560
2,917564
1,917566
1,917573
0,917574
1,917586
2,917594
2,917603
1,917608
2,917609
3,917610
1,917613
1,917617
1,917623
2,917626
1,917627
1,917628
2,917632
2,917635
2,917649
2,917650
2,917653
2,917654
4,917661
1,917663
2,917667
1,917671
1,917674
2,917677
1,917684
3,917693
1,917698
2,917699
2,917711
1,917713
2,917714
1,917722
1,917731
2,917738
2,917759
2,917767
2,917772
1,917773
1,917798
1,917803
1,917812
3,917821
1,917838
1,917843
2,917846
2,917849
2,917851
3,917861
2,917862
3,917875
2,917877
2,917883
1,917886
3,917890
1,917891
1,917898
6,917904
2,917915
1,917920
1,917922
2,917925
1,917928
3,917933
1,917948
2,917949
1,917950
2,917954
1,917958
1,917962
2,917974
2,917984
1,917996
2,917997
1,918004
1,918011
5,918025
3,918026
1,918032
2,918034
1,918039
1,918052
1,918054
2,918055
1,918060
2,918077
1,918080
1,918083
1,918090
2,918098
1,918103
2,918109
1,918119
1,918120
1,918152
2,918155
2,918157
2,918161
2,918169
2,918170
1,918172
2,918173
1,918181
1,918186
2,918192
1,918196
1,918201
2,918205
1,918207
1,918208
2,918217
4,918224
1,918225
1,918235
2,918237
1,918260
2,918272
1,918278
2,918280
2,918282
1,918283
1,918286
1,918298
1,918299
1,918314
1,918318
1,918322
1,918323
2,918328
0,918329
2,918338
1,918347
1,918350
1,918358
1,918367
1,918368
2,918396
1,918398
1,918407
2,918418
1,918419
2,918429
2,918431
3,918441
2,918445
2,918451
3,918456
2,918475
2,918476
3,918515
1,918529
1,918536
1,918548
2,918556
2,918597
2,918614
1,918624
2,918626
2,918639
1,918657
1,918690
1,918694
1,918703
2,918705
1,918710
3,918730
2,918742
1,918765
2,918769
2,918773
1,918775
1,918796
3,918801
1,918810
2,918818
2,918823
4,918856
4,918873
1,918906
2,918919
2,918943
2,918999
1,919062
1,919073
3,919076
1,919210
1,919262
1,919349
1,919350
1,919369
1,919704
4,919792
2,920108
1,920182
2,920740
4,920779
2,921894
0,922482
1,922584
2,923756
2,923761
2,923843
1,924237
2,924315
1,924521
2,924570
2,924737
4,924749
1,924965
1,925177
2,925654
2,925728
2,925738
2,925876
1,926086
2,926360
1,927058
2,927084
2,927147
2,927197
2,927390
1,927818
