CustomerID,Movie
901197,Batman & Robin
903616,A Few Good Men
899392,"Last Temptation of Christ, The"
899392,Naked Lunch
899833,Edward Scissorhands
900065,Empire of the Sun
893812,Patton
902050,Fantasia
902212,Star Trek Generations
903600,Tomorrow Never Dies
899392,Hedwig and the Angry Inch
899418,The Crying Game
895949,"Lord of the Rings: The Fellowship of the Ring, The"
903588,Tommy boy
899418,"Hard Day's Night, A"
899418,Strangers On A Train
899809,Amadeus
899809,Austin Powers In Goldmember
900065,Indiana Jones and the Last Crusade
900214,"Spanish Prisoner, The"
902050,Fast Times at Ridgemont High
902823,"Lord of the Rings: The Fellowship of the Ring, The"
903588,Gladiator
899418,"Lady Killers, The"
899690,Big Chill
899809,Adventures in Babysitting
899904,"The Adventures of Priscilla, Queen of the Desert"
900024,"Wedding Singer, The"
900137,"Last Picture Show, The"
903201,Rebel Without a Cause
899392,Ma Vie en Rose
899904,"South Park: Bigger, Longer, and Uncut"
900277,Alien 3
900277,Bring It On
903175,Sixteen Candles
899392,Ma Vie en Rose
899883,Blue Velvet
900214,Blue Velvet
903622,Dances With Wolves
903909,Forbidden Zone
903997,"Mexican, The"
903622,Father Goose
904015,Species II
904052,Sleepers
900371,"Deer Hunter, The"
900685,Indiana Jones and the Raiders of the Lost Ark
901572,Titanic
903197,"Professional, The"
899392,House on Haunted Hill
899625,Bonnie and Clyde
903636,"Matrix, The"
903873,Apocalypse Now Redux
901961,Sea of Love
901961,Star Wars
902036,Some Kind of Wonderful
903175,Grease
903201,"Age of Innocence, The"
904015,American Pie
900513,XXX
903588,Austin Powers: International Man of Mystery
900541,To Kill a Mockingbird
902212,A Knight's Tale
903084,Midnight Cowboy
901904,Dune
899418,Moonstruck
903201,"Crow, The"
899860,"Rocky Horror Picture Show, The"
900148,Ocean's Eleven
902050,Fantasia 2000
899418,English Patient
899598,Aladdin
900145,My Fair Lady
899392,"City of Lost Children, The"
900148,Bring It On
901961,Batman
901961,Dead Men Don't Wear Plaid
902212,Star Trek: First Contact
903092,Cool Hand Luke
899873,A Boy and His Dog
899873,Adventures of Buckaroo Banzai Across The 8th Dimension
900148,Face/Off
900214,Swingers
893827,Mystery Science Theatre 3000
899598,Oklahoma!
893827,Life of Brian
900576,Top Gun
901961,Jackie Brown
901961,Paper Moon
901836,Gladiator
903607,Silence of the labms
903622,"Fifth Element, The"
903622,Hackers
903873,"Magnificent Seven, The"
901961,Dead Poets Society
902997,The Ring
903600,Live and Let Die
903600,Diamonds Are Forever
903909,Aladdin
900371,Being John Malkovich
901961,Fish Called Wanda
903585,True Romance
903909,American Beauty
903600,You Only Live Twice
904027,American Beauty
900685,True Lies
901572,Pretty Woman
902223,Star Trek: The Wrath of Khan
903500,The Witches Of Eastwick
899418,The Year of Living Dangerously
899860,Wag the Dog
900371,Falling Down
902050,Star Wars Episode V: Empire Strikes Back
903614,Armageddon
899418,Dr. Strangelove
899833,"Family Man, The"
899883,Beyond The Valley Of The Dolls
917677,Full Metal Jacket
903927,A View To A Kill
917632,Dr. No
903949,Star Wars
917954,"Priscilla, Queen of the Desert"
917436,Antitrust
917300,"Full Monty, The"
904002,Gladiator
903622,Beetlejuice
904008,Something About Mary
904015,"Art of War, The"
901678,Jurassic Park
917363,Star Wars Episode II: Attack of the Clones
903583,Red Heat
899392,Dune
899418,Casablanca
899575,"Abyss, The"
903588,Sixteen Candles
903614,Aladdin
899392,G.I. Jane
899513,Gallipoli
893812,Groundhog Day
893827,Strictly Ballroom
903201,Enter the Dragon
893812,Heathers
904094,Goodfellas
900685,Star Wars Episode II: Attack of the Clones
900685,Sleepless in Seattle
900685,Police Story
903622,Butch Cassidy and the Sundance Kid
904015,Scary Movie
903175,My Big Fat Greek Wedding
899418,High Plains Drifter
903622,Dune
903997,Toy Story
904002,Apollo 13
901197,Legally Blonde
900513,Ice Age
901961,Beverley Hills Cop
903201,Galaxy Quest
901961,"Beautiful Mind, A"
903197,Remains of the Day
903201,Akira
899418,It's a Wonderful Life
899418,Night at the Opera
899833,Ben-Hur
902050,Star Wars Episode I: The Phantom Menace
903616,"Abyss, The"
899392,Brotherhood of the Wolf
904008,Spider-Man
904012,Dune
900541,2001: A Space Odysee
901032,"Lord of the Rings: The Fellowship of the Ring, The"
901961,Good Will Hunting
903583,Air Force One
899688,Silence of the labms
899833,"Iron Giant, The"
904045,Harry Potter and the Sorcerer's Stone
900297,Forrest Gump
903609,A Few Good Men
899392,"Hobbit, The"
899932,"Lord of the Rings: The Fellowship of the Ring, The"
917370,A Fish Called Wanda
903629,"Evil Dead, The"
904012,Mad Max
917693,Wuthering Heights
904083,So I Married an Axe Murderer
903646,American Beauty
903652,Monsters Inc.
917351,Blade
917365,"Rookie, The"
904076,"Count of Monte Cristo, The"
903646,Amelie
917327,"Commitments, The"
917169,"Mummy, The"
917373,Office Space
917325,Silence of the Lamb
903622,Harold and Maude
903997,"Perfect Murder, A"
901032,Better Off Dead
917432,Kafka
904096,Gladiator
899810,2001: a Space Odyssey
893827,Willy Wonka and the Chocolate Factory
894203,"Lord of the Rings: The Fellowship of the Ring, The"
901961,A Christmas Story
902223,Star Wars Episode V: Empire Strikes Back
903583,Heaven Can Wait
903597,Rushmore
899392,"Great Race, The"
900094,Quest for Fire
900148,"Terminator, The"
893827,"Shawshank Redemption, The"
895188,Kelly's Heroes
895949,Indiana Jones and the Last Crusade
899392,Casablanca
899904,Orgazmo
900145,Say Anything
893812,Casino
893827,Little Big Man
903585,Christmas Vacation
899418,"Shock to the System, A"
899833,Gallipoli
900164,Enter the Dragon
900214,Little Buddha
904074,Gladiator
903642,Rainman
903652,Star Wars Episode V: Empire Strikes Back
904045,Ice Age
900277,Ronin
901572,Life is Beautiful
902290,It's a Wonderful Life
903166,Casino
903193,Air America
899392,I Shot Andy Warhol
904012,Don Juan DeMarco
900277,Rush Hour
901572,E.T. the Extra-Terrestrial
903600,Gladiator
899418,Indiana Jones and the Last Crusade
903932,"Little Princess, A"
903997,Armageddon
904008,"Green Mile, The"
903607,"Godfather, Part II, The"
903622,Falling Down
903949,Star Trek Generations
903951,"Fugitive, The"
901836,"Usual Suspects, The"
902050,Toy Story 2
903863,Lethal Weapon III
903927,Air Force One
903943,Die Hard
900389,Star Wars
903588,Sabrina
903606,Schindler's List
900145,Batman
900145,Dead Man Walking
901572,Roman Holiday
903614,"American President, The"
899418,Out of Africa
899688,Scream
899688,Happy Gilmore
900389,Gladiator
903500,Shrek
899392,Gladiator
899860,Das Boot
917343,Bring It On
903955,"Adventures of Pinocchio, The"
917319,On Her Majestys Secret Service
917211,Beauty and the Beast
917365,Charlie and The Chocolate Factory
902997,Meet the Parents
900065,Indiana Jones and the Temple of Doom
900214,"Royal Tenenbaums, The"
903616,Enemy at the Gates
899392,Krippendorf's Tribe
903618,UHF
903618,Ghost in the Shell
903932,You've Got Mail
900339,View to a Kill
901961,Home Alone
903646,Leon The Professional
901032,Brazil
904008,Gladiator
901572,Breakfast at Tiffany's
901961,Star Wars Episode I: The Phantom Menace
903201,JFK
903197,"Matrix, The"
899809,Austin Powers: International Man of Mystery
899833,Rainman
903948,Amadeus
901961,"Lord of the Rings: The Fellowship of the Ring, The"
901961,Fast Times at Ridgemont High
903588,Austin Powers In Goldmember
899392,Panic Room
899418,Gladiator
899809,A Boy and His Dog
904002,Father of the Bride
904015,Austin Powers: The Spy Who Shagged Me
904045,Mary Poppins
917286,Happiness
917231,Willy Wonka and the Chocolate Factory
903622,Apollo 13
903622,"Empire of the Sun, The"
903909,Monty Python's the Meaning of Life
904002,It's a Wonderful Life
917098,Amelie
904094,Blow
903616,"Back to the Future, Part III"
903839,Tombstone
903919,Star Wars Episode V: Empire Strikes Back
917372,Brotherhood of the Wolf
917671,Circle of Friends
917343,"Andromeda Strain, The"
903932,Nothing To Lose
904002,Missamma
904045,Gone with the Wind
904012,Last of the Mohicans
901904,Silence of the labms
903622,Beverley Hills Cop
917257,A View To A Kill
903616,Bird on a Wire
903636,A Few Good Men
903951,Indiana Jones and the Last Crusade
903955,Ace Ventura Pet Detective
904012,Batman
917343,Gladiator
901904,October Sky
904099,Aliens
903616,AI
903622,Atlantis: The Lost Empire
903943,12 Angry Men
903949,Ace Ventura: When Nature Calls
904002,Air Force One
900513,Antz
917037,Before and After
917175,"Scorpion King, The"
917296,Tampopo
917920,Brazil
917711,American Pie 2
903622,"Evil Dead, The"
903932,"Matrix, The"
903330,The Ring
903408,Rudy
903652,Star Wars Episode II: Attack of the Clones
903950,Forrest Gump
901032,Harold and Maude
899833,Full Metal Jacket
903597,Excalibur
903600,Dr. No
903616,A.I.: Artificial Intelligence
899418,Hair
899598,Antz
901961,Plan Nine from Outer Space
903588,Pretty Woman
899392,"Lord of the Rings: The Fellowship of the Ring, The"
899418,"Rocky Horror Picture Show, The"
899833,Crossing Delancey
904008,"Matrix, The"
904012,Beetlejuice
901032,Bull Durham
902823,Star Wars Episode I: The Phantom Menace
903600,Thunderball
917566,Fletch
917351,"Untouchables, The"
903936,Das Boot
917962,Ronin
917301,Gattaca
917714,Chitty Chitty Bang Bang
917954,Out of Africa
917319,Goldfinger
917357,Dead Poets Society
903616,Barb Wire
917301,Resident Evil
903616,Arthur
903851,Father of the Bride
903911,"Sound of Music, The"
917714,Forest Gump
904096,Scarface
903949,Air Force One
917286,12 Angry Men
904103,Platoon
903932,"Full Monty, The"
901904,"Abyss, The"
917411,Dances With Wolves
903949,Ace Ventura Pet Detective
903951,Schindler's List
917300,Falling Down
917300,"Lord of the Rings: The Fellowship of the Ring, The"
917370,"Lord of the Rings: The Two Towers, The"
917698,Year of Living Dangerously
904104,A Room with a View
903622,"Abyss, The"
903941,Austin Powers In Goldmember
903949,Star Trek: Insurrection
900685,Indiana Jones and the Temple of Doom
917247,American Movie
903616,"Avengers, The"
903629,JFK
900371,"Manchurian Candidate, The"
916823,Young Frankenstein
917343,Meet the Parents
917365,"American President, The"
917933,"Apostle, The"
917392,Babette's Feast
917351,Batman
917427,"Matrix, The"
917231,Burglar
917005,The Big Lebowski
903949,A River Runs Through It
904012,Planet of the Apes
900513,Ace Ventura: When Nature Calls
903622,"Andromeda Strain, The"
903622,Die Hard
903626,"Shawshank Redemption, The"
903839,The Usual Suspects
903943,"Shawshank Redemption, The"
900371,Carlito's Way
903646,Spirited Away
903932,Back to the Future
904045,Grifters
904045,Cabaret
900309,"Bridges of Madison County, The"
900513,Tomb Raider
902290,Seven Samurai
903408,"Lord of the Rings: The Fellowship of the Ring, The"
903597,"Joy Luck Club, The"
903950,Anastasia
903201,Star Trek: The Wrath of Khan
899392,"Dark Crystal, The"
899513,Once Upon a Time in America
899904,Monty Python and the Holy Grail
903941,Austin Powers: International Man of Mystery
900309,Gladiator
901961,French Kiss
901961,Goodfellas
900541,Apocalypse Now
901961,Cast Away
899418,Blazing Saddles
899833,Dances With Wolves
904008,"Others, The"
900277,"Siege, The"
900685,Star Wars Episode I: The Phantom Menace
901961,Jerry Maguire
903616,Bicentennial Man
903997,"Bug's Life, A"
904002,Rainman
917403,Bandits
904076,An Ideal Husband
903616,As Good As It Gets
903636,"Terminator, The"
903636,Total Recall
903646,Fight Club
903839,Star Wars Episode I: The Phantom Menace
903873,Legend of Drunken Master
903941,Anastasia
917370,Star Wars
903932,Minority Report
903936,Star Wars
904002,"Godfather, The"
904015,A Few Good Men
903930,Heat
903616,Back to the Futer Part II
903932,Office Space
917343,Best in Show
917231,When Harry Met Sally
917365,"Game, The"
917653,Tarzan
903616,"Beautician and the Beast, The"
903616,Ransom
903622,Big Trouble in Little China
904045,Chicken Run
900297,"Fugitive, The"
903629,Breakfast Club
903997,Analyze This
903997,My Best Friend's Wedding
904045,Tarzan
901032,Babette's Feat
904002,Enemy of the State
901032,Almost Famous
901678,Beauty and the Beast
903622,Babe
901961,Grumpier Old Men
903193,"Sound of Music, The"
903201,Indiana Jones and the Last Crusade
903949,Star Trek: The Wrath of Khan
904045,Apollo 13
900513,Men In Black II
903201,Lawrence of Arabia
904015,Above The Law
904073,Waking Ned Devine
901961,Ghostbusters
903500,Star Wars
900513,"Scorpion King, The"
901678,E.T. the Extra-Terrestrial
899418,Dracula
903997,Beverly Hills Cop III
900513,Airplane
904027,When Harry Met Sally
901678,When Harry Met Sally
903583,Dirty Harry
903614,Air Force One
899418,Indiana Jones and the Raiders of the Lost Ark
917327,Time Bandits
917301,Mary Shelly's Frankenstein
904103,Back to the Future
903618,Ninja Scroll
903622,"Great Race, The"
903622,Highlander
904002,Life is Beautiful
900371,A Boy and His Dog
900685,"beautiful life, the"
917361,Austin Powers: The Spy Who Shagged Me
903936,Deep Impact
904045,Spy Kids
900731,Beaches
903616,"Robin Hood, Man in Tights"
903851,Save the Last Dance
900389,Titanic
917632,American Beauty
903828,A River Runs Through It
903943,Life is Beautiful
904012,"Shawshank Redemption, The"
900371,Army of Darkness
917296,Flashdance
918282,Hello Dolly
917714,Star Wars
917357,Steel Magnolias
917146,Zoolander
917231,Splash
917300,Dumb & Dumber
917365,Jerry Maguire
917115,Amelie
917318,"Lord of the Rings: The Fellowship of the Ring, The"
903616,"Bodyguard, The"
917435,"Fifth Element, The"
917231,"Truth About Cats & Dogs, The"
916813,Chicken Run
917528,Star Wars Episode V: Empire Strikes Back
917632,L. A. Story
917301,Antz
917714,Ghostbusters
918025,Down and Out in Beverly Hills
903616,Excalibur
917175,Ever After: A Cinderella Story
917231,Six Days Seven Nights
903622,Jurassic Park
900306,A Fish Called Wanda
903622,Harry Potter and the Sorcerer's Stone
903634,Thirteen Days
903951,Star Wars Episode VI: Return of the Jedi
904002,Lagaan
903193,"World is not Enough, The"
904045,Spy Kids 2: The Island Of Lost Dreams
903166,Reservoir Dogs
903500,Four Weddings and a Funeral
903949,"Abyss, The"
904074,One Flew over the Cuckoo's Nest
903606,"Shawshank Redemption, The"
900145,"Music Man, The"
901572,"Fugitive, The"
903613,stargate
899392,Chocolat
904015,Species
900309,American Beauty
900371,Harold and Maude
899392,"Empire Strikes Back, The"
900148,Cast Away
904008,Star Wars Episode VI: Return of the Jedi
900339,The Usual Suspects
903600,Goldfinger
903600,For Your Eyes Only
899833,"Road to El Dorado, The"
917617,Breakfast Club
903646,Run Lola Run (Lola Rennt)
904002,Home Alone
917354,Silence of the Lamb
917674,Run Lola Run (Lola Rennt)
917300,Field of Dreams
903941,Anna and the King
917300,A Room With A View
917392,A Room with a View
904076,Harry Potter and the Sorcerer's Stone
904012,Apocalypse Now
904094,Fast Times at Ridgemont High
904002,Analyze This
917594,Bridget Jones's Diary
917954,Gladiator
917169,My Big Fat Greek Wedding
917178,Forest Gump
903616,Avalon
903622,A Boy and His Dog
903622,Fear and Loathing in Las Vegas
903927,Ace Ventura Pet Detective
903997,A Few Good Men
904015,Sudden Impact
917351,Gladiator
903616,Apollo 13
903839,Star Wars Episode II: Attack of the Clones
904015,Austin Powers: International Man of Mystery
900371,Metropolis
917301,Legally Blonde
917506,True Lies
904083,"Lord of the Rings: The Fellowship of the Ring, The"
904099,"Nightmare on Elm Street 1, A"
903839,Monty Python and the Holy Grail
903927,The Gladiator
903932,Pride and Prejudice
900513,Scary Movie
917301,Indiana Jones and the Last Crusade
917231,Steel Magnolias
917767,A River Runs Through It
917711,A View To A Kill
917301,Aliens
917353,Fight Club
917211,"Mummy, The"
904008,Star Wars Episode V: Empire Strikes Back
901961,American Beauty
902050,Chocolat
902997,Dumb & Dumber
899810,"Hunt for Red October, The"
903932,Only You
900685,Star Wars Episode VI: Return of the Jedi
901961,Bachelor Party
901961,Star Wars Episode VI: Return of the Jedi
903609,Ghost in the darkness
899392,"Englishman Who Went Up a Hill But Came Down a Mountain, The"
899392,Harry Potter and the Sorcerer's Stone
903201,Scarface
899392,"Haunting, The"
899810,"Outlaw Josie Wales, The"
900513,Raiders of the Lost Ark
901961,A Few Good Men
902036,Almost Famous
899418,L.A. Confidential
899418,Schindler's List
900024,Austin Powers In Goldmember
917231,"Robin Hood, Man in Tights"
903616,Beverley Hills Cop
903949,Star Wars
903950,"Lord of the Rings: The Fellowship of the Ring, The"
917617,Sixteen Candles
917650,The Sixth Sense
917365,Legally Blonde
917300,"Crow, The"
917353,Life is Beautiful
903930,Magnolia
903941,Austin Powers: The Spy Who Shagged Me
903618,Akira
903622,Journey to the Center of the Earth
903927,"Lord of the Rings: The Fellowship of the Ring, The"
903997,Assassins
904027,Chasing Amy
900685,"Terminator, The"
900685,Roman Holiday
901961,Eyes Wide Shut
903622,"Lord of the Rings: The Fellowship of the Ring, The"
903919,Star Wars
903941,American Pie
904002,"Whole Nine Yards, The"
901032,Heathers
917413,"Lord of the Rings: The Fellowship of the Ring, The"
917392,Star Wars
903997,Stepmom
904012,Leaving Las Vegas
917613,"Lock, Stock & Two Smoking Barrels"
917654,No Way Out
917613,Life is Beautiful
903909,Fantasia
904012,Die Hard
904012,"Professional, The"
901904,The Abyss
917300,Barfly
904074,Raising Arizona
903616,Back to the Future
903618,Grave of the Fireflies
903622,Ghost in the Shell
903949,Star Wars Episode V: Empire Strikes Back
904012,Sense and Sensibility
917432,Fight Club
917421,Star Wars Episode VI: Return of the Jedi
917653,Misery
917711,Highlander
917421,"Fifth Element, The"
917231,Pretty Woman
904015,A View To A Kill
902223,Star Trek Generations
900277,Star Trek VI: The Undiscovered Country
901961,Ferris Bueller's Day Off
902050,A Christmas Story
902223,Star Trek IV: The Voyage Home
899418,L. A. Story
900148,"Thomas Crown Affair, The"
900371,Pi
900576,Point Break
900731,Up Close and Personal
903166,Breakfast Club
903201,Gladiator
903614,Die Hard
901961,Driving Miss Daisy
900371,"Clockwork Orange, A"
899833,Big
917357,K-PAX
917357,Thelma & Louise
917100,"Lord of the Rings: The Fellowship of the Ring, The"
917528,Star Wars
903839,Star Wars Episode VI: Return of the Jedi
904002,Ocean's Eleven
903622,Johnny Mnemonic
903932,"Sixth Sense, The"
903949,A Fish Called Wanda
917365,"Planes, Trains & Automobiles"
903618,The Game
903622,Aliens
903622,Forbidden Planet
903863,Lethal Weapon II
900277,Speed
917714,Galaxy Quest
917586,Signs
917586,"Lord of the Rings: The Fellowship of the Ring, The"
904002,"Edge, The"
904008,"Shawshank Redemption, The"
917713,"O Brother, Where Art Thou?"
903826,Austin Powers: The Spy Who Shagged Me
903839,Tommy boy
903941,Anne Frank Remembered
900339,Wargames
900685,Star Wars
903622,F/X
903634,Message in a Bottle
917343,Cast Away
917392,Thunderball
917392,"Sting, The"
903919,Star Wars Episode I: The Phantom Menace
903932,Signs
900371,"Matrix, The"
901904,Swingers
904076,A Knight's Tale
903616,"Russia House,The"
903839,Airplane
903941,American Pie 2
904012,"Last Temptation of Christ, The"
904074,Breaking Away
917714,E.T. the Extra-Terrestrial
916835,"Rainmaker, The"
917211,Indiana Jones and the Raiders of the Lost Ark
917153,Shrek
917698,Y Tu Mama Tambien
917714,James Bond Movies
917300,Eyes Wide Shut
917146,Masterminds
917286,Citizen Kane
917038,Boyz in the Hood
917356,"Sixth Sense, The"
900513,"X-Files, The"
899392,"Full Monty, The"
899833,Fairytale - A True Story
903955,Air Bud
901961,Bananas
901961,Star Wars Episode II: Attack of the Clones
904008,"Lord of the Rings: The Fellowship of the Ring, The"
904027,Good Will Hunting
901961,Apollo 13
899418,Network
899809,Alien 3
899809,Arthur
900065,Indiana Jones and the Raiders of the Lost Ark
900145,"Fisher King, The"
900685,U-571
901032,Thelma & Louise
899392,"Madness of King George, The"
900062,Ever After
917301,Austin Powers: The Spy Who Shagged Me
917711,Blade II
917421,Lawnmower Man
904012,Deconstructing Harry
917698,Tampopo
917594,When Harry Met Sally
917667,Glengarry Glen Ross
903941,A Room With A View
917146,Ran
903622,Indiana Jones and the Temple of Doom
903636,"Usual Suspects, The"
903919,Star Wars Episode VI: Return of the Jedi
917231,Real Genius
903616,Robin Hood
903636,Toy Story
900685,Rainman
917351,"The Good, The Bad, and the Ugly"
917711,Gladiator
903931,Gone with the Wind
903931,Field of Dreams
904012,Life of Brian
904012,Army of Darkness
901032,Lawrence of Arabia
917300,Quest for Fire
917365,Father of the Bride
904104,Star Wars Episode V: Empire Strikes Back
903622,Gandhi
903826,Animal House
904002,"Patriot, The"
904015,"Saint, The"
917714,Chocolat
917211,Top Gun
917327,Pleasantville
917318,L.A. Confidential
917115,As Good As It Gets
917392,"Magnificent Seven, The"
917325,Great Expectations
917286,When Harry Met Sally
917421,Ocean's Eleven
917663,American Movie
917255,Never Been Kissed
917714,Affair to Remember
917351,Unforgiven
917301,Major League
917435,2001 - A Space Odissey
903622,Close Encounters Of The Third Kind
903622,"Crow, The"
917257,Tango And Cash
903919,Starship Troopers
903941,Aladdin
903997,Trading Places
901032,"Name of the Rose,The"
899392,"Full Monty, The"
899598,"Lion King, The"
899809,"Aristocats, The"
899955,Frailty
903949,Airplane
903997,Beverley Hills Cop
903330,Life is Beautiful
903597,Twelve Monkeys
901032,Wargames
901904,"Matrix, The"
903600,Gone in 60 Seconds
903609,Red Dawn
903609,Dumb & Dumber
904073,Bringing Up Baby
901836,L.A. Confidential
899392,"Full Monty, The"
917357,My Big Fat Greek Wedding
917228,Say Anything
917711,Star Trek: Insurrection
904076,Conspiracy Theory
904103,"Sixth Sense, The"
903931,"Wizard of Oz, The"
903997,Runaway Bride
917542,Star Wars
917412,Schindler's List
904096,"Shawshank Redemption, The"
903618,Spirited Away
903622,Dark Star
903622,"Frighteners, The"
917344,Star Wars Episode II: Attack of the Clones
903622,Evolution
903629,Dawn of the Dead
903646,Labyrinth
917365,"Shawshank Redemption, The"
917318,Clueless
904096,"Godfather, Part II, The"
904012,Ferris Bueller's Day Off
903622,"American Werewolf in London, An"
904015,Speed 2: Cruise Control
900513,Armageddon
903826,"Lord of the Rings: The Fellowship of the Ring, The"
900309,Toy Story
917318,Three Kings
917231,Home for the Holidays
900371,"Magnificent Seven, The"
900371,The Year of Living Dangerously
900513,Men in Black
901961,Back to the Futer Part II
916943,Star Wars Episode VI: Return of the Jedi
917153,Boondock Saints
917698,Life is Beautiful
917711,Apollo 13
917286,Being John Malkovich
917286,Pecker
917528,Spider-Man
917392,Lawrence of Arabia
917343,Alien
917351,"Evil Dead, The"
917406,star trek
904076,Indiana Jones and the Last Crusade
917300,E.T. the Extra-Terrestrial
917211,"Bone Collector, The"
917037,"Lord of the Rings: The Fellowship of the Ring, The"
917286,Pi
917632,For A Few Dollars More
917714,Gladiator
917653,Indiana Jones and the Raiders of the Lost Ark
917319,Zorro the Gay Blade
901572,Erin Brockovich
899392,Richard III
899392,Sense and Sensibility
900145,Tank Girl
904002,Die Hard
901961,Scrooged
903600,Face/Off
904052,Star Wars Episode V: Empire Strikes Back
900339,Unforgiven
900685,Forrest Gump
901032,Casablanca
899575,Ace Ventura Pet Detective
899904,TAKE THE MONEY AND RUN
900371,Cool Hand Luke
901904,Star Wars Episode II: Attack of the Clones
901961,Gladiator
899392,Johnny Mnemonic
899690,"Lord of the Rings: The Fellowship of the Ring, The"
899932,Amelie
917632,True Lies
917301,Clerks
917353,Sholay (Hindi)
904076,Highlander: Endgame
903629,Star Wars
903642,"Lord of the Rings: The Fellowship of the Ring, The"
903948,One Flew over the Cuckoo's Nest
918025,Catch 22
903622,Blazing Saddles
903629,Gladiator
917301,Mystery Men
903941,A View To A Kill
904012,"Fifth Element, The"
917671,Jaws
900277,"Sixth Sense, The"
901961,Grumpy Old Men
917370,"Lord of the Rings: The Fellowship of the Ring, The"
917343,A Room with a View
904076,City Slickers II: The Legend of Curly's Gold
904096,"Godfather, The"
903616,Rob Roy
903622,Conan the Barbarian
903622,"Court Jester, The"
903997,Pretty Woman
901032,Grosse Pointe Blank
917300,Airplane
903622,Enemy at the Gates
903950,Rainman
904002,A Passage to India
904027,Forrest Gump
904073,"Matrix, The"
917421,Run Lola Run (Lola Rennt)
917361,Office Space
903930,Fight Club
901904,Austin Powers: International Man of Mystery
917311,Red (Three Colors)
904027,"Natural, The"
901197,Monsters Inc.
917211,Shrek
917007,"Great Race, The"
916997,Batman
917005,"Waterboy, The"
917211,"Great Dictator, The"
917663,Leon The Professional
917301,Dr. Seuss' How The Grinch Stole Christmas
917357,Light It Up
917356,Toy Story
917435,Emma
918025,Cherry 2000
917354,A Few Good Men
900685,Indiana Jones and the Last Crusade
903500,Contact
903588,GoldenEye
899392,Four Rooms
899392,Monster's Ball
904012,Platoon
901904,Apocalypse Now
901904,Star Wars Episode VI: Return of the Jedi
901961,"Girl, Interrupted"
901961,L. A. Story
899575,Aladdin
899690,L. A. Story
899809,"Arrival, The"
899392,Monsters Inc.
899688,Clerks
917421,"Shawshank Redemption, The"
917441,A Few Good Men
917667,Amelie
917713,"Shawshank Redemption, The"
917283,Cast Away
903622,Curse of the Demon
903622,Enter the Dragon
917533,Raising Arizona
917211,Forrest Gump
904096,Goodfellas
904015,Assassins
900371,Heat
917373,Night at the Opera
917109,"Usual Suspects, The"
917365,Silence of the labms
904099,"Crouching Tiger, Hidden Dragon"
903616,Ben-Hur
903936,The Usual Suspects
904002,Who Am I
904015,Spy Game
901032,Memento
901572,To Kill a Mockingbird
904094,Casino
903622,"Fiddler on the Roof, The"
917327,Eat Drink Man Woman
917564,Sleeper
903622,Gladiator
903622,Conan the Destroyer
903622,Escape From New York
904045,"Kill a Mockingbird, To"
903616,Air Force One
903622,Harvey
903997,"American President, The"
904012,Beverley Hills Cop
903927,American Outlaws
901197,Moulin Rouge
901904,Ronin
917257,"Abyss, The"
917037,Camelot
917251,Amelie
917038,"Brothers, The"
917300,Heathers
917318,Tombstone
917392,Apollo 13
917351,X-Men
917286,My Dog Skip
917257,Above The Law
917343,"Mad, Mad Mad World"
916997,Conan the Barbarian
917351,Hoosiers
903652,"Godfather, The"
917142,Terminator 2: Judgement Day
917603,My Cousin Vinny
917714,"Fifth Element, The"
899955,Falling Down
917632,Unbreakable
917357,"Deep End of the Ocean, The"
917175,A Knight's Tale
917327,Persuasion
917671,Monster's Ball
917373,"Fisher King, The"
917480,Y Tu Mama Tambien
904103,Schindler's List
903622,"Iron Giant, The"
903839,Star Wars Episode V: Empire Strikes Back
917627,"Fast and the Furious, The"
917357,Here On Earth
917153,Monsters Inc.
903646,Mystery Men
903949,Star Wars Episode II: Attack of the Clones
904002,L.A. Confidential
904052,Star Wars Episode I: The Phantom Menace
900541,Casablanca
917211,"Good, the Bad, and the Ugly, the"
903826,Awakenings
903941,Die Hard
903950,Titanic
904015,Swordfish
900685,"Lord of the Rings: The Fellowship of the Ring, The"
900731,Pretty Woman
904099,"Devil's Advocate, The"
904052,Star Wars Episode II: Attack of the Clones
917231,"Phantom, The"
917385,Star Wars Episode I: The Phantom Menace
904104,Inherit the Wind
903951,Indiana Jones and the Raiders of the Lost Ark
904012,Predator
904012,Ferris Bueller's Day Off
904015,Ali
900339,Toy Story
900389,Seven
903951,Star Wars Episode V: Empire Strikes Back
904015,Analyze This
904052,Star Wars Episode VI: Return of the Jedi
917231,Con Air
916950,Nine Months
917005,Grosse Pointe Blank
917037,All About My Mother
917231,Men in Black
917609,"Godfather, Part II, The"
917286,"Hudsucker Proxy, The"
917140,Silence of the Lamb
917385,Star Wars Episode V: Empire Strikes Back
917370,"Shawshank Redemption, The"
917300,"Jerk, The"
917286,Eyes Wide Shut
917257,Charlie's Angels
917146,Men In Black II
904076,Babe: Pig in the City
904076,City Slickers
903616,Air America
917257,Star Wars Episode II: Attack of the Clones
917300,"Beach, The"
917211,Wargames
917441,A Knight's Tale
917153,We Were Soldiers
917997,Blood Simple
903622,Evil Dead 2: Dead by Dawn
917962,Gandhi
904094,Heat
917006,Sense and Sensibility
917714,Hudson Hawk
917167,Dirty Dancing
917714,Indiana Jones and the Raiders of the Lost Ark
917372,"O Brother, Where Art Thou?"
904076,Ghost
903997,America's Sweethearts
