CustomerID,Channel
912570,WB
912571,WB
912571,CNN
912571,Other
912575,Cartoon Network
912575,Studio Universal
912576,CNN
912576,Other
912580,A&E
912580,CNN
912580,WB
912580,CNN
912580,Other
912580,Cartoon Network
912580,Studio Universal
912584,Other
912584,A&E
912584,CNN
912584,CNN
912584,CNN
912593,WB
912593,A&E
912593,Cartoon Network
912593,CNN
912593,Other
912594,CNN
912594,CNN
912594,Other
912596,Other
912599,ESPN
912599,Cartoon Network
912599,Other
912599,CNN
912599,Cartoon Network
912599,Studio Universal
912599,WB
912602,CNN
912602,ESPN
912603,CNN
912603,ESPN
912603,Studio Universal
912608,Other
912608,ESPN
912608,A&E
912608,CNN
912608,CNN
912608,ESPN
912614,ESPN
912614,Other
912614,CNN
912618,WB
912618,Studio Universal
912618,CNN
912622,Cartoon Network
912622,Studio Universal
912624,ESPN
912624,Other
912625,ESPN
912627,Studio Universal
912627,WB
912630,CNN
912630,WB
912630,CNN
912630,Studio Universal
912630,CNN
912630,ESPN
912630,A&E
912630,Cartoon Network
912632,CNN
912632,CNN
912632,Studio Universal
912634,ESPN
912634,WB
912634,CNN
912634,A&E
912634,CNN
912634,CNN
912634,Cartoon Network
912634,Cartoon Network
912634,CNN
912634,Studio Universal
912634,CNN
912640,ESPN
912641,WB
912641,CNN
912641,CNN
912641,A&E
912641,Cartoon Network
886888,Cartoon Network
887309,CNN
885044,CNN
885104,CNN
887618,CNN
882627,Studio Universal
886169,Studio Universal
882500,WB
889671,Other
883424,CNN
887658,Cartoon Network
883418,Studio Universal
883102,Cartoon Network
882837,A&E
882989,CNN
882705,CNN
882801,CNN
887954,Studio Universal
882991,CNN
885008,ESPN
888005,CNN
889566,ESPN
883457,WB
882506,Other
882772,ESPN
889556,Other
882392,Cartoon Network
882506,Cartoon Network
888978,WB
889387,A&E
889154,Other
889628,Other
891237,CNN
891600,ESPN
890871,WB
891411,A&E
882760,Cartoon Network
883956,WB
882368,Studio Universal
882787,WB
889666,ESPN
888148,Other
879306,A&E
883556,Studio Universal
882957,CNN
882938,Studio Universal
891991,WB
888355,ESPN
889285,CNN
889715,A&E
882632,Other
889144,Studio Universal
882628,CNN
882945,Other
881801,Studio Universal
882343,ESPN
882731,Other
889690,ESPN
882482,ESPN
885279,CNN
882994,CNN
883565,Cartoon Network
883773,CNN
884912,CNN
884872,Other
882501,CNN
882553,CNN
882830,CNN
889693,Cartoon Network
881801,CNN
885039,Cartoon Network
885044,WB
882543,Cartoon Network
884303,CNN
884339,A&E
883573,ESPN
889231,WB
889339,ESPN
882481,Cartoon Network
889257,ESPN
885079,ESPN
882766,CNN
888344,ESPN
889642,CNN
883486,CNN
882936,CNN
883670,Studio Universal
884997,Cartoon Network
888005,CNN
882325,Cartoon Network
882827,CNN
885220,Other
889702,WB
886169,CNN
887933,A&E
882936,CNN
882752,CNN
888007,Cartoon Network
885282,Cartoon Network
887908,ESPN
882342,WB
882319,ESPN
887022,Cartoon Network
882715,CNN
889233,CNN
882333,Other
882425,Cartoon Network
887325,Cartoon Network
884919,ESPN
883079,Other
882425,A&E
882503,CNN
882531,CNN
883931,CNN
885449,ESPN
883047,CNN
887903,WB
883565,CNN
887934,Studio Universal
884848,Cartoon Network
882961,CNN
878919,CNN
882506,CNN
882648,Cartoon Network
882891,Other
883724,CNN
887618,Studio Universal
887917,Studio Universal
882766,Cartoon Network
883556,CNN
886169,ESPN
889494,WB
888278,Cartoon Network
889062,Studio Universal
883498,CNN
889262,A&E
889667,CNN
882343,Cartoon Network
887026,CNN
886169,Cartoon Network
889161,CNN
889152,CNN
889260,ESPN
887968,CNN
883546,WB
889611,CNN
878871,Cartoon Network
888108,CNN
889376,CNN
882616,CNN
879535,CNN
882616,Other
889047,CNN
889628,CNN
878912,ESPN
882787,Studio Universal
885149,Cartoon Network
884945,ESPN
882409,CNN
879061,Cartoon Network
882616,CNN
888018,CNN
891979,CNN
883016,A&E
889667,Studio Universal
889717,Studio Universal
878855,Studio Universal
882955,Studio Universal
889693,WB
882439,Other
882648,CNN
879011,A&E
884080,CNN
882938,CNN
886081,Cartoon Network
889687,Studio Universal
883507,WB
885227,CNN
885017,Other
887658,Cartoon Network
882478,WB
887925,CNN
882503,CNN
883526,ESPN
882971,ESPN
885008,Other
882728,CNN
887933,CNN
884080,ESPN
882337,WB
887979,CNN
885041,A&E
885044,Cartoon Network
882731,Cartoon Network
882804,ESPN
884924,CNN
887335,CNN
883730,Studio Universal
889693,ESPN
882715,ESPN
882984,Studio Universal
883878,Cartoon Network
882506,CNN
882531,ESPN
888005,CNN
889633,Other
889713,Studio Universal
879033,Cartoon Network
884112,Other
885582,CNN
885008,WB
885227,CNN
884879,CNN
887946,CNN
887347,Cartoon Network
884789,CNN
887989,Cartoon Network
883459,CNN
883424,ESPN
884624,Other
889205,Other
882321,Studio Universal
888922,Studio Universal
883444,WB
888928,Cartoon Network
882429,Studio Universal
883546,CNN
889346,Cartoon Network
889430,WB
882750,Cartoon Network
883438,Cartoon Network
885237,CNN
887933,Other
883522,Studio Universal
884912,Cartoon Network
882574,Cartoon Network
884248,Cartoon Network
885039,WB
883730,CNN
882658,ESPN
885103,WB
886081,CNN
888743,Other
882891,Cartoon Network
885097,Studio Universal
889517,CNN
882497,CNN
879033,ESPN
882398,WB
883632,Cartoon Network
878842,Other
882769,A&E
885301,ESPN
888529,CNN
889538,WB
884384,Other
889687,A&E
882371,CNN
887335,CNN
882713,Other
882409,CNN
883507,A&E
882821,ESPN
883739,Cartoon Network
882506,CNN
882594,Other
887618,ESPN
882423,CNN
885260,CNN
883753,ESPN
889588,A&E
882720,Other
887666,WB
886169,WB
887920,Studio Universal
884873,Other
882766,WB
884913,CNN
884931,WB
889730,Other
882423,CNN
889681,Studio Universal
884908,CNN
889613,Cartoon Network
883364,ESPN
888007,ESPN
882886,Cartoon Network
883773,Studio Universal
885237,CNN
884913,CNN
887509,CNN
883085,CNN
882891,Studio Universal
887990,ESPN
882760,Studio Universal
882720,CNN
883768,Studio Universal
884995,ESPN
882713,ESPN
882325,CNN
884976,A&E
888764,Cartoon Network
884357,Cartoon Network
883463,CNN
882793,Studio Universal
882987,A&E
889731,ESPN
882830,Cartoon Network
889509,A&E
882491,WB
887966,Studio Universal
883457,Cartoon Network
887973,ESPN
886213,Other
882537,Cartoon Network
883624,CNN
882531,Studio Universal
887945,Cartoon Network
884987,ESPN
882745,CNN
882828,Other
882793,WB
882824,ESPN
886938,A&E
882607,CNN
888020,A&E
883565,Cartoon Network
882375,ESPN
884339,WB
887026,CNN
889233,Other
889426,Other
882621,WB
885396,ESPN
879017,Cartoon Network
882799,ESPN
887015,CNN
883021,WB
884303,Other
884080,Cartoon Network
884879,A&E
882507,Other
887618,Cartoon Network
885041,CNN
889585,Cartoon Network
886984,Cartoon Network
884873,Cartoon Network
882559,Studio Universal
888014,ESPN
884908,Cartoon Network
882738,CNN
887925,CNN
887509,WB
882648,Cartoon Network
885227,CNN
882853,Cartoon Network
883598,A&E
885279,ESPN
887991,ESPN
888006,Cartoon Network
884080,Cartoon Network
885279,Cartoon Network
882701,CNN
883334,A&E
884001,Cartoon Network
882677,ESPN
883565,Other
887894,CNN
887982,WB
887991,CNN
888005,A&E
882622,CNN
887347,Studio Universal
887376,CNN
885638,CNN
889426,Cartoon Network
889589,Other
889704,CNN
885350,Cartoon Network
885297,CNN
887954,WB
885227,Cartoon Network
888899,A&E
882827,Studio Universal
883424,Cartoon Network
888211,ESPN
889077,CNN
889130,WB
887990,CNN
888019,CNN
882403,Studio Universal
882699,ESPN
885168,Cartoon Network
889413,Other
878855,CNN
889260,WB
882683,ESPN
883556,CNN
882500,CNN
889394,Cartoon Network
887982,Cartoon Network
889037,ESPN
883613,ESPN
882395,Studio Universal
882543,CNN
882410,A&E
882503,Other
883736,WB
885032,Cartoon Network
882500,Studio Universal
885292,CNN
882321,WB
885079,Studio Universal
889718,Other
889277,CNN
882957,Cartoon Network
886888,CNN
885638,ESPN
883619,Cartoon Network
882721,CNN
886993,ESPN
884851,CNN
887908,CNN
887995,CNN
884924,Other
887992,ESPN
885097,CNN
884851,Cartoon Network
887420,ESPN
882645,CNN
886169,Cartoon Network
888005,Other
885032,Studio Universal
887015,Cartoon Network
882428,Cartoon Network
884961,Studio Universal
883619,CNN
882766,Studio Universal
884997,Cartoon Network
882793,A&E
887309,Studio Universal
882938,A&E
886169,CNN
889483,Cartoon Network
887908,CNN
889394,CNN
884988,CNN
883526,Other
887954,CNN
882446,CNN
882439,CNN
887933,CNN
887917,CNN
889508,Studio Universal
885063,CNN
889399,Cartoon Network
882414,Other
882574,Cartoon Network
882550,Studio Universal
882667,CNN
883739,CNN
882564,Other
879926,Other
883565,Studio Universal
887618,WB
882608,CNN
882413,Studio Universal
883632,WB
888019,WB
884879,CNN
877988,Cartoon Network
882623,Cartoon Network
879264,CNN
887933,CNN
883446,WB
884939,WB
884870,CNN
885075,ESPN
885220,ESPN
882989,Cartoon Network
885008,Cartoon Network
888018,Cartoon Network
885279,Studio Universal
888017,Studio Universal
883773,CNN
889620,Other
884804,CNN
883079,WB
884270,ESPN
882685,Cartoon Network
887086,ESPN
883878,ESPN
885914,Other
888008,Studio Universal
882426,CNN
887955,Studio Universal
885072,Cartoon Network
885416,Cartoon Network
886081,CNN
882392,Other
885282,CNN
883388,Other
887946,WB
882737,Studio Universal
882631,Cartoon Network
883424,CNN
885004,CNN
887347,Cartoon Network
889630,Studio Universal
883979,CNN
884870,Other
884384,Studio Universal
887509,Studio Universal
882994,Cartoon Network
884997,ESPN
889663,WB
883768,CNN
882439,Cartoon Network
885079,Cartoon Network
885149,CNN
883444,CNN
887995,CNN
889687,CNN
885075,WB
883388,ESPN
885008,Cartoon Network
884199,CNN
884948,CNN
890490,ESPN
888025,CNN
891450,CNN
888836,Other
889152,CNN
890896,CNN
891957,Cartoon Network
879020,ESPN
883424,A&E
888980,ESPN
885292,WB
882961,CNN
891235,CNN
888133,CNN
888769,ESPN
890883,ESPN
891237,ESPN
882628,Other
888064,Studio Universal
889379,ESPN
889376,A&E
882501,Studio Universal
884960,Other
882371,Cartoon Network
882999,CNN
883739,A&E
889431,CNN
891973,CNN
888890,ESPN
890892,Cartoon Network
891402,Studio Universal
890324,Studio Universal
891669,CNN
889072,WB
888049,Cartoon Network
889007,CNN
884988,ESPN
889399,CNN
879232,Cartoon Network
888125,Other
889319,Cartoon Network
885360,ESPN
888846,WB
888890,Cartoon Network
889210,Cartoon Network
882537,Studio Universal
889257,Studio Universal
889236,Cartoon Network
891854,CNN
891931,Other
888998,CNN
888665,Studio Universal
889135,ESPN
883739,Other
889400,ESPN
888344,ESPN
888535,CNN
888895,Other
882977,Other
882964,A&E
885129,CNN
890801,CNN
891703,A&E
888175,ESPN
891637,Other
890923,Other
882816,CNN
885292,CNN
882621,Cartoon Network
889724,CNN
882371,WB
882959,Studio Universal
885220,CNN
889167,A&E
882694,Studio Universal
885085,A&E
889304,Studio Universal
891917,CNN
891719,Studio Universal
887015,CNN
889661,Studio Universal
889731,A&E
882859,Studio Universal
882425,CNN
882463,Cartoon Network
883028,CNN
884971,ESPN
891903,CNN
891314,WB
891409,CNN
888556,Other
889088,Other
889346,A&E
891903,WB
888067,CNN
889563,CNN
888228,ESPN
882728,CNN
878842,WB
883556,A&E
882581,Other
882694,Cartoon Network
882984,CNN
891733,CNN
890846,CNN
891040,CNN
888699,CNN
883573,Other
889394,Studio Universal
888608,CNN
879454,CNN
883739,WB
883483,CNN
889262,Cartoon Network
883554,WB
889350,CNN
885079,CNN
882550,CNN
891893,Cartoon Network
891984,Cartoon Network
882336,Other
890892,Other
888031,CNN
888922,Other
883632,Studio Universal
882425,WB
882919,WB
888777,A&E
889585,CNN
889319,WB
882506,CNN
883438,CNN
885491,CNN
888115,Cartoon Network
888978,CNN
882475,A&E
884897,Other
888055,A&E
889417,Cartoon Network
882660,ESPN
889509,CNN
878855,ESPN
882638,Cartoon Network
887990,Cartoon Network
883028,CNN
887947,ESPN
883670,Other
884979,ESPN
888565,CNN
889227,ESPN
888153,ESPN
878855,CNN
883527,Studio Universal
888005,Cartoon Network
888007,Studio Universal
888155,WB
882693,CNN
882801,CNN
889191,CNN
884789,Studio Universal
887941,Cartoon Network
889721,WB
888061,WB
884892,Cartoon Network
887026,Studio Universal
889643,Other
882377,CNN
882465,Other
883459,CNN
889592,CNN
882392,A&E
883565,CNN
884895,ESPN
883062,CNN
883418,A&E
887618,Other
883513,ESPN
888018,Other
883556,WB
885715,CNN
885297,Cartoon Network
887945,ESPN
889282,Cartoon Network
889471,Studio Universal
885072,Cartoon Network
884851,ESPN
885129,CNN
883079,CNN
889657,CNN
882631,WB
889268,CNN
884908,CNN
887015,Studio Universal
885715,ESPN
884909,Studio Universal
887947,Other
882945,CNN
889614,CNN
882737,Cartoon Network
887913,Cartoon Network
885297,Studio Universal
884955,CNN
885229,CNN
884248,CNN
885032,CNN
886984,Cartoon Network
882824,Cartoon Network
885350,CNN
887015,Cartoon Network
887658,CNN
882713,CNN
885301,Other
887903,CNN
883619,Other
883736,Other
884908,CNN
887325,CNN
890317,Studio Universal
888838,Other
882326,WB
891540,Cartoon Network
891326,CNN
891565,A&E
891471,Studio Universal
891616,Other
890335,Other
891434,Studio Universal
888544,CNN
888157,Cartoon Network
888437,Studio Universal
883573,WB
887894,Other
889691,WB
891883,Cartoon Network
888341,Other
882591,CNN
890719,WB
891599,Studio Universal
888865,WB
888149,Other
888156,Cartoon Network
888684,WB
889704,WB
882360,Other
887015,WB
886169,CNN
882551,WB
883062,CNN
890420,CNN
890883,CNN
890529,ESPN
888341,CNN
890903,CNN
890393,Other
888140,CNN
888663,Other
882357,CNN
889287,Other
883624,CNN
889487,ESPN
889031,Cartoon Network
889090,ESPN
889595,CNN
882451,Studio Universal
888875,Studio Universal
888738,CNN
891040,CNN
891565,ESPN
891435,A&E
882683,Other
883450,Cartoon Network
888810,CNN
882320,Studio Universal
885032,CNN
882962,A&E
883486,WB
889584,Cartoon Network
890398,WB
888663,CNN
890707,Cartoon Network
890912,CNN
891576,Cartoon Network
890883,Cartoon Network
888389,CNN
888177,Cartoon Network
891018,Cartoon Network
891957,Cartoon Network
889088,A&E
882501,WB
889243,CNN
882550,CNN
884988,Other
879232,WB
889154,ESPN
882731,CNN
888019,CNN
888842,CNN
888112,Studio Universal
888342,A&E
891600,Cartoon Network
888705,ESPN
882479,Cartoon Network
882518,Studio Universal
882793,CNN
892010,Studio Universal
888025,CNN
879055,CNN
885582,CNN
885811,CNN
889704,Studio Universal
887924,Other
883768,CNN
887946,Other
889332,CNN
882439,Cartoon Network
882508,WB
885383,ESPN
888125,CNN
889657,CNN
878855,A&E
890428,ESPN
891714,ESPN
888978,Cartoon Network
889376,CNN
888660,ESPN
886455,ESPN
888621,WB
889152,WB
889477,Other
889595,ESPN
882650,CNN
889219,WB
889306,Other
882560,CNN
882366,WB
882503,Studio Universal
882609,CNN
887871,Other
891612,Cartoon Network
889586,Other
882650,Other
889077,Studio Universal
890892,WB
891612,CNN
892010,WB
889119,CNN
891633,Studio Universal
888868,Cartoon Network
890984,Studio Universal
888938,Cartoon Network
888673,Cartoon Network
887618,CNN
888080,CNN
888895,ESPN
884976,CNN
889641,CNN
878855,CNN
879017,Studio Universal
882517,ESPN
882787,Cartoon Network
891817,Cartoon Network
888981,Cartoon Network
891640,A&E
891925,CNN
888752,CNN
891925,A&E
888126,CNN
888146,Cartoon Network
889538,A&E
884248,A&E
888787,CNN
889686,WB
889711,A&E
882479,Other
887618,CNN
882585,CNN
882429,CNN
888437,Cartoon Network
889207,CNN
889614,Other
883079,CNN
888371,Other
882471,CNN
887666,CNN
882910,ESPN
889715,CNN
884913,Cartoon Network
884248,CNN
887666,Studio Universal
889119,CNN
889512,CNN
882590,CNN
888431,CNN
885063,Other
882522,WB
882934,ESPN
882739,CNN
888018,A&E
883494,Cartoon Network
882382,WB
882583,Studio Universal
882989,CNN
889411,A&E
882859,Other
889241,WB
889282,Other
883498,WB
885314,CNN
888621,Cartoon Network
888091,Cartoon Network
888449,Studio Universal
882787,Cartoon Network
882963,Other
882628,Cartoon Network
882585,Other
882426,CNN
882638,CNN
884914,CNN
882343,CNN
882783,WB
887618,CNN
885282,CNN
882367,CNN
882437,Studio Universal
889597,A&E
887920,WB
882446,CNN
882984,ESPN
887509,A&E
885565,CNN
882507,CNN
884909,A&E
885314,ESPN
882945,ESPN
885044,CNN
882709,CNN
882591,CNN
885129,Other
889404,ESPN
883169,ESPN
884913,Cartoon Network
885396,CNN
891697,A&E
882628,Cartoon Network
888437,WB
882508,CNN
877723,Cartoon Network
879535,Other
882320,CNN
889566,CNN
889207,A&E
889399,CNN
889702,CNN
890940,Cartoon Network
891669,Cartoon Network
888764,CNN
891467,WB
891793,Cartoon Network
891829,CNN
888813,CNN
889414,Other
889480,CNN
888917,ESPN
889283,Other
883424,CNN
883619,CNN
882398,Cartoon Network
882348,ESPN
882638,Other
890918,WB
891724,Studio Universal
890570,Studio Universal
888650,Cartoon Network
888736,CNN
888466,Cartoon Network
888529,Other
888708,ESPN
884971,Cartoon Network
885041,Cartoon Network
884339,Other
879306,WB
883527,CNN
885039,CNN
884980,ESPN
888020,CNN
891055,ESPN
881801,CNN
882503,CNN
891467,Cartoon Network
888038,CNN
891335,CNN
891669,CNN
891969,CNN
891724,WB
889164,WB
889202,ESPN
883018,Other
884881,CNN
889047,Cartoon Network
889284,ESPN
888650,CNN
879310,Studio Universal
889578,Cartoon Network
882451,ESPN
882576,Cartoon Network
887934,WB
884887,CNN
884789,WB
891887,Studio Universal
882354,ESPN
888033,Studio Universal
888544,CNN
882693,A&E
888846,Studio Universal
888920,CNN
882911,Cartoon Network
889508,A&E
882994,CNN
888067,ESPN
883632,Cartoon Network
885032,CNN
887913,A&E
889611,CNN
882553,Other
888020,Other
888764,Other
889008,ESPN
889680,CNN
882537,A&E
879310,CNN
889680,Cartoon Network
883035,Studio Universal
885292,Cartoon Network
889512,A&E
889643,Cartoon Network
882471,Other
884080,CNN
884895,WB
885715,Cartoon Network
887509,CNN
889424,CNN
883736,Cartoon Network
883773,Cartoon Network
884951,ESPN
888743,Cartoon Network
882923,A&E
891979,Other
888705,Other
882398,CNN
882346,Studio Universal
889525,Studio Universal
889584,CNN
882585,A&E
882645,CNN
882824,Cartoon Network
882631,Studio Universal
882737,A&E
885914,WB
882508,CNN
882346,WB
887658,ESPN
883047,Cartoon Network
882425,Studio Universal
883459,Studio Universal
887026,A&E
889628,CNN
884970,Other
882503,Cartoon Network
889191,CNN
883808,Studio Universal
883438,Other
886169,Other
889713,Cartoon Network
888007,CNN
887990,Studio Universal
884949,CNN
882793,Cartoon Network
887026,ESPN
887968,CNN
882351,CNN
882537,Other
887991,Other
885582,Cartoon Network
885104,Cartoon Network
886984,WB
883035,WB
883597,Studio Universal
884920,Cartoon Network
883072,CNN
884988,CNN
885149,CNN
884964,CNN
883122,Other
888722,Other
889715,CNN
889207,CNN
889385,Other
889496,CNN
882326,CNN
882377,A&E
891397,Cartoon Network
888600,CNN
891235,Other
888981,WB
891615,CNN
891435,Cartoon Network
888988,Other
882326,Other
888028,CNN
882342,Studio Universal
882507,Cartoon Network
882639,Studio Universal
885373,ESPN
887309,CNN
888297,Cartoon Network
888371,ESPN
891933,ESPN
882766,Cartoon Network
882423,Cartoon Network
891991,CNN
889270,Studio Universal
877840,WB
882341,WB
882407,WB
882439,Cartoon Network
883619,CNN
882729,ESPN
882945,CNN
887347,A&E
882752,CNN
888451,CNN
888172,WB
890541,Studio Universal
891873,CNN
888712,Cartoon Network
890999,Other
891817,CNN
888967,CNN
882463,Studio Universal
889144,CNN
889340,ESPN
889319,CNN
882437,CNN
889701,Cartoon Network
889088,Studio Universal
891553,CNN
891903,Other
888211,Studio Universal
882426,CNN
891397,CNN
888842,Cartoon Network
890707,CNN
891616,ESPN
884717,Cartoon Network
887920,CNN
888227,Other
879403,Cartoon Network
882772,CNN
882559,Cartoon Network
889563,Other
889481,Cartoon Network
890275,ESPN
889165,A&E
888872,WB
888431,Studio Universal
890912,CNN
889423,Other
882429,CNN
889429,ESPN
888131,Studio Universal
889385,Studio Universal
888660,WB
888673,Other
888679,CNN
889494,Studio Universal
882521,Studio Universal
885084,Other
882553,CNN
884804,CNN
879033,WB
882351,WB
889413,CNN
888054,CNN
889484,A&E
889426,A&E
884987,A&E
889390,CNN
882987,Cartoon Network
881801,ESPN
883418,CNN
885041,CNN
889261,Cartoon Network
885032,WB
889264,Studio Universal
882955,CNN
886081,WB
882426,ESPN
887905,Studio Universal
887618,CNN
887941,Studio Universal
883565,CNN
887962,Cartoon Network
882632,A&E
888967,CNN
889031,Studio Universal
886445,ESPN
882961,Studio Universal
882383,ESPN
885914,CNN
884913,Other
882591,Other
888018,CNN
889319,CNN
882701,WB
882936,Studio Universal
885008,CNN
887952,Cartoon Network
882599,Cartoon Network
879403,Cartoon Network
882652,ESPN
883546,CNN
884960,ESPN
882666,Studio Universal
884921,WB
882745,ESPN
887658,CNN
887945,Other
883950,Studio Universal
882837,Studio Universal
889167,CNN
889711,CNN
882366,CNN
891372,CNN
891397,Studio Universal
889040,WB
889161,Other
891950,Studio Universal
889014,WB
885076,ESPN
889390,A&E
882962,CNN
888153,A&E
889237,Cartoon Network
891074,CNN
889345,Cartoon Network
889407,Studio Universal
889724,CNN
889028,CNN
882957,WB
887936,Cartoon Network
878842,CNN
889575,CNN
891615,Cartoon Network
891484,WB
891877,CNN
891907,Other
891917,Cartoon Network
883457,Studio Universal
888902,Studio Universal
887325,CNN
889014,Studio Universal
889318,Cartoon Network
892008,WB
889721,Cartoon Network
882479,A&E
883768,CNN
889349,Cartoon Network
888838,Cartoon Network
878919,CNN
891966,CNN
879033,Studio Universal
887990,CNN
882923,WB
889468,A&E
882467,ESPN
884939,Studio Universal
887962,CNN
882741,ESPN
888020,CNN
889007,WB
889641,Cartoon Network
888814,CNN
882632,CNN
889693,A&E
883670,CNN
883072,A&E
882994,CNN
888115,CNN
889426,CNN
882599,CNN
878907,CNN
887962,A&E
887015,A&E
887658,ESPN
883878,Other
885227,CNN
879478,ESPN
888872,CNN
882693,CNN
882693,Studio Universal
889503,Other
883768,Other
882426,Studio Universal
885914,CNN
878855,CNN
888637,Other
889228,CNN
882577,Studio Universal
882428,WB
888014,CNN
889576,CNN
883979,Other
889680,ESPN
887618,CNN
889387,ESPN
883446,Other
883418,Other
882356,CNN
883736,CNN
882574,WB
885039,A&E
888005,Studio Universal
885079,CNN
882999,Other
882585,Cartoon Network
882543,A&E
887618,A&E
882844,Other
886081,Cartoon Network
887966,CNN
887618,CNN
887666,CNN
884924,CNN
887955,CNN
882728,WB
882715,WB
882886,CNN
884717,Studio Universal
884949,Cartoon Network
884878,CNN
884217,CNN
883459,Cartoon Network
887982,CNN
888014,A&E
887968,CNN
882377,Cartoon Network
882959,A&E
891917,CNN
882583,CNN
891673,Studio Universal
891871,Cartoon Network
889463,CNN
882366,CNN
891978,ESPN
883079,Cartoon Network
885914,Studio Universal
891984,CNN
882955,WB
888038,CNN
889399,WB
882497,CNN
882574,Cartoon Network
882367,Cartoon Network
877723,Studio Universal
882827,ESPN
889592,Cartoon Network
888679,ESPN
890470,ESPN
889191,Cartoon Network
890323,Studio Universal
889038,Studio Universal
888161,Cartoon Network
888457,CNN
888297,CNN
882793,ESPN
889228,ESPN
883047,Cartoon Network
884357,Other
889481,CNN
882869,CNN
889413,Cartoon Network
883573,Studio Universal
888420,WB
891854,A&E
888736,CNN
891806,ESPN
882414,Cartoon Network
889094,ESPN
885008,CNN
889509,CNN
888533,CNN
889511,CNN
882632,CNN
889566,CNN
882545,Other
882631,CNN
888104,Studio Universal
879926,CNN
888177,CNN
889090,CNN
889306,ESPN
879535,ESPN
888006,CNN
889207,Cartoon Network
889430,CNN
888007,A&E
882955,CNN
888942,CNN
882585,Studio Universal
879889,ESPN
882731,CNN
889182,Studio Universal
889277,CNN
889517,Studio Universal
882700,A&E
882961,Cartoon Network
883619,CNN
885839,ESPN
888142,Studio Universal
885149,Studio Universal
882628,CNN
883161,ESPN
882783,Studio Universal
885024,WB
889051,WB
887347,WB
887939,ESPN
885075,Studio Universal
885314,CNN
889641,A&E
882585,CNN
882801,Studio Universal
883432,CNN
885107,CNN
889417,CNN
883079,A&E
884248,CNN
887347,CNN
882621,Studio Universal
886081,ESPN
882787,CNN
882891,CNN
882962,CNN
883522,CNN
883598,WB
887933,WB
882587,ESPN
889319,Other
889642,Studio Universal
884970,CNN
883047,WB
887934,CNN
882553,Cartoon Network
883102,CNN
885032,CNN
885715,Other
888021,CNN
886081,CNN
884961,ESPN
887894,CNN
886308,ESPN
882446,Cartoon Network
882812,CNN
884997,CNN
885316,ESPN
887952,CNN
887990,A&E
891511,ESPN
889332,WB
884339,Studio Universal
889243,CNN
882801,A&E
883077,CNN
888027,CNN
882535,CNN
884001,CNN
888976,ESPN
885107,A&E
889390,CNN
884999,ESPN
882382,Cartoon Network
890883,CNN
890883,WB
888872,CNN
891848,CNN
879500,ESPN
883565,A&E
889319,Studio Universal
889072,Studio Universal
882429,Cartoon Network
891991,Other
882683,CNN
889332,ESPN
882632,WB
891283,Other
888054,CNN
891961,CNN
890378,Other
890984,CNN
891480,CNN
891620,CNN
891919,ESPN
888368,ESPN
888813,CNN
882350,ESPN
882963,Studio Universal
885316,CNN
882745,CNN
883716,Cartoon Network
889312,ESPN
889517,CNN
882824,Other
885039,CNN
889179,Other
882684,ESPN
884887,Other
884916,Cartoon Network
882728,Other
887871,A&E
889088,Cartoon Network
888297,CNN
888457,ESPN
882367,ESPN
889586,CNN
888673,CNN
888591,CNN
888533,CNN
885008,Cartoon Network
886888,CNN
889637,CNN
883483,ESPN
887026,Cartoon Network
887968,A&E
883619,Cartoon Network
884870,CNN
885565,Cartoon Network
887987,Studio Universal
885004,CNN
887991,Studio Universal
882437,CNN
882886,ESPN
889245,ESPN
884908,Cartoon Network
884001,CNN
884948,CNN
878993,WB
882638,CNN
887995,Cartoon Network
887936,WB
885301,Cartoon Network
883077,Studio Universal
882459,Cartoon Network
888017,CNN
885041,WB
889517,CNN
882503,CNN
882812,WB
882497,ESPN
882574,CNN
885292,A&E
888005,WB
882621,CNN
882325,A&E
882627,WB
882560,Cartoon Network
884961,CNN
888014,CNN
883388,CNN
882731,Cartoon Network
883619,Studio Universal
889721,CNN
882977,ESPN
883632,CNN
883597,A&E
882560,A&E
888021,CNN
887969,CNN
882886,CNN
885041,Other
885220,CNN
888021,CNN
882366,CNN
884881,CNN
884859,CNN
882457,CNN
885044,ESPN
889297,CNN
889424,Other
885149,Cartoon Network
888080,Cartoon Network
888175,CNN
889040,CNN
889050,WB
891854,Studio Universal
882812,CNN
891734,CNN
888660,CNN
882923,CNN
882677,CNN
882457,WB
882337,Cartoon Network
882328,Studio Universal
892002,CNN
888895,CNN
882574,Other
883507,Studio Universal
882446,Cartoon Network
882763,CNN
879926,CNN
883598,CNN
885314,Other
883446,Studio Universal
888019,Other
878977,CNN
884892,Other
888504,CNN
882366,Studio Universal
884080,CNN
882437,ESPN
882750,A&E
887309,WB
888961,Studio Universal
889691,CNN
884948,Other
887026,WB
887609,ESPN
889657,Cartoon Network
884951,Studio Universal
882503,CNN
885715,CNN
882869,Studio Universal
882994,CNN
889441,Studio Universal
885279,A&E
882475,CNN
884766,CNN
885107,Cartoon Network
882945,CNN
888655,Cartoon Network
889399,Other
889417,WB
889435,CNN
885072,Other
884789,A&E
882632,Studio Universal
882560,Cartoon Network
887347,CNN
882494,Cartoon Network
884248,WB
882395,CNN
882683,Cartoon Network
889570,Studio Universal
882573,ESPN
877840,Cartoon Network
882721,WB
884804,Other
883565,WB
887026,CNN
887335,ESPN
